"Code","Date","Start.Time","End.Time","Temperature...C.","Cloud.Cover.code","Beaufort.scale","Day.of.Week","Species","Bird.Scientific.Name","Behaviour","Time.of.Observation","Plant.species","Scientific.Name","DBH..cm.","Notes","X","Type","IsHedge","Basal.density","BehaviourType","DBH"
"S07","22/05/2024","7:04","7:24",19,1,1,"Wednesday ","EUST","Sturnus vulgaris","Bill wipe","7:15","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Grooming","80"
"S07","22/05/2024","7:04","7:24",19,1,1,"Wednesday ","EUST","Sturnus vulgaris","Bill wipe","7:15","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Grooming","80"
"S07","22/05/2024","7:04","7:24",19,1,1,"Wednesday ","EUST","Sturnus vulgaris","Feed young","7:17","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Reproduction","80"
"S07","22/05/2024","7:04","7:24",19,1,1,"Wednesday ","EUST","Sturnus vulgaris","Feed young","7:17","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Reproduction","80"
"S07","22/05/2024","7:04","7:24",19,1,1,"Wednesday ","EUST","Sturnus vulgaris","Gape","7:19","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S07","22/05/2024","7:04","7:24",19,1,1,"Wednesday ","NOCA","Cardinalis cardinalis","Vocalize","7:20","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Territory_defense","   "
"S07","22/05/2024","7:04","7:24",19,1,1,"Wednesday ","EUST","Sturnus vulgaris","Feed young","7:22","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Reproduction","80"
"S12","22/05/2024","7:47","8:07",19,1,1,"Wednesday ","WBNU","Sitta carolinensis","Peck","7:55","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","80"
"S12","22/05/2024","7:47","8:07",19,1,1,"Wednesday ","EUST","Sturnus vulgaris","Bill wipe","7:57","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Grooming","80"
"S12","22/05/2024","7:47","8:07",19,1,1,"Wednesday ","AMRO","Turdus migratorius","Gape","8:00","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","80"
"S12","22/05/2024","7:47","8:07",19,1,1,"Wednesday ","AMRO","Turdus migratorius","Gape","8:05","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","80"
"S15","22/05/2024","8:35","8:55",19,1,1,"Wednesday ",NA,"","","","","",NA,"Only 1 street tree, construction & street cleaning passing by, YEWA and AMRE heard across the street, lots ot CHSW above, Benny Crescent may be better",NA,"Street",NA,NA,NA,""
"S16","24/05/2024","6:44","7:04",16,2,4,"Friday","AMGO","Spinus tristis","Vocalize","6:44","Norway maple","Acer platanoides",NA,"Windy, saw BEKI flying around",NA,"Street",NA,NA,"Territory_defense","35"
"S05","24/05/2024","7:27","7:48",17,4,4,"Friday","HOSP","Passer domesticus","Vocalize","7:27","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","25"
"S05","24/05/2024","7:27","7:48",17,4,4,"Friday","HOSP","Passer domesticus","Vocalize","7:27","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","20"
"S05","24/05/2024","7:27","7:48",17,4,4,"Friday","HOSP","Passer domesticus","Perch","7:30","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Rest","20"
"S05","24/05/2024","7:27","7:48",17,4,4,"Friday","CHSP","Spizella passerina","Vocalize","7:34","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","20"
"S05","24/05/2024","7:27","7:48",17,4,4,"Friday","CHSP","Spizella passerina","Collect nesting material","7:37","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Reproduction","20"
"S05","24/05/2024","7:27","7:48",17,4,4,"Friday","CHSP","Spizella passerina","Perch","7:37","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Rest","20"
"S05","24/05/2024","7:27","7:48",17,4,4,"Friday","HOSP","Passer domesticus","Vocalize","7:44","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","20"
"S05","24/05/2024","7:27","7:48",17,4,4,"Friday","HOSP","Passer domesticus","Vocalize","7:48","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","20"
"S11","24/05/2024","8:11","8:31",17,4,4,"Friday","CHSP","Spizella passerina","Perch","8:17","American elm","Ulmus americana",NA,"Very windy, light rain just before survey",NA,"Street",NA,NA,"Rest","50"
"S11","24/05/2024","8:11","8:31",17,4,4,"Friday","CHSP","Spizella passerina","Perch","8:17","American elm","Ulmus americana",NA,"",NA,"Street",NA,NA,"Rest","50"
"S10","24/05/2024","8:41","9:01",17,1,4,"Friday","HOSP","Passer domesticus","Hop","8:47","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S10","24/05/2024","8:41","9:01",17,1,4,"Friday","HOSP","Passer domesticus","Hop","8:53","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S10","24/05/2024","8:41","9:01",17,1,4,"Friday","HOSP","Passer domesticus","Glean","8:54","Common lilac","Syringa vulgaris",NA,"Picture with bush***",NA,"Street",NA,NA,"Foraging","5"
"S10","24/05/2024","8:41","9:01",17,1,4,"Friday","HOSP","Passer domesticus","Perch","8:54","Sugar maple","Acer saccharum",NA,"",NA,"Street",NA,NA,"Rest","25"
"S10","24/05/2024","8:41","9:01",17,1,4,"Friday","HOSP","Passer domesticus","Collect nesting material","8:58","Ground",NA,NA,"",NA,"Street",NA,NA,"Reproduction",NA
"S10","24/05/2024","8:41","9:01",17,1,4,"Friday","HOSP","Passer domesticus","Perch","9:01","Sugar maple","Acer saccharum",NA,"",NA,"Street",NA,NA,"Rest","5"
"S10","24/05/2024","8:41","9:01",17,1,4,"Friday","HOSP","Passer domesticus","Perch","9:01","Sugar maple","Acer saccharum",NA,"",NA,"Street",NA,NA,"Rest","5"
"S10","24/05/2024","8:41","9:01",17,1,4,"Friday","HOSP","Passer domesticus","Perch","9:01","Sugar maple","Acer saccharum",NA,"",NA,"Street",NA,NA,"Rest","5"
"S10","24/05/2024","8:41","9:01",17,1,4,"Friday","HOSP","Passer domesticus","Forage","9:01","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Vocalize","9:24","Red ash","Fraxinus pennsylvanica",NA,"YEWA heard near train tracks",NA,"Street",NA,NA,"Territory_defense","50"
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Preen","9:26","Red ash","Fraxinus pennsylvanica",NA,"",NA,"Street",NA,NA,"Grooming","40"
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","CHSP","Spizella passerina","Perch","9:26","Red ash","Fraxinus pennsylvanica",NA,"",NA,"Street",NA,NA,"Rest","40"
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Perch","9:28","Red ash","Fraxinus pennsylvanica",NA,"",NA,"Street",NA,NA,"Rest","40"
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Bill wipe","9:28","Honey locust","Gleditsia triacanthos",NA,"",NA,"Street",NA,NA,"Grooming","5"
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Perch","9:30","Honey locust","Gleditsia triacanthos",NA,"",NA,"Street",NA,NA,"Rest","5"
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Collect nesting material","9:31","Ground",NA,NA,"",NA,"Street",NA,NA,"Reproduction",NA
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Collect nesting material","9:31","Ground",NA,NA,"",NA,"Street",NA,NA,"Reproduction",NA
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Collect nesting material","9:31","Ground",NA,NA,"",NA,"Street",NA,NA,"Reproduction",NA
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Hop","9:31","Red ash","Fraxinus pennsylvanica",NA,"",NA,"Street",NA,NA,"Foraging","40"
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Vocalize","9:32","Red ash","Fraxinus pennsylvanica",NA,"",NA,"Street",NA,NA,"Territory_defense","30"
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Collect nesting material","9:32","Red ash","Fraxinus pennsylvanica",NA,"",NA,"Street",NA,NA,"Reproduction","30"
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Collect nesting material","9:34","Ground",NA,NA,"",NA,"Street",NA,NA,"Reproduction","5"
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Preen","9:34","Red ash","Fraxinus pennsylvanica",NA,"",NA,"Street",NA,NA,"Grooming","30"
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Perch","9:38","Common hackberry","Celtis occidentalis",NA,"",NA,"Street",NA,NA,"Rest","5"
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Vocalize","9:38","Common hackberry","Celtis occidentalis",NA,"",NA,"Street",NA,NA,"Territory_defense","5"
"S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Bill wipe","9:38","Common hackberry","Celtis occidentalis",NA,"",NA,"Street",NA,NA,"Grooming","5"
"S21","28/05/2024","8:29","8:49",18,4,4,"Tuesday","WBNU","Sitta carolinensis","Peck","8:38","Silver maple","Acer saccharinum",NA,"Large tree farthest from the intersection",NA,"Street",NA,NA,"Foraging","85"
"S21","28/05/2024","8:29","8:49",18,4,4,"Tuesday","HOSP","Passer domesticus","Bill wipe","8:46","Silver maple","Acer saccharinum",NA,"Young, round tree in the middle of the transect",NA,"Street",NA,NA,"Grooming","66"
"S21","28/05/2024","8:29","8:49",18,4,4,"Tuesday","HOSP","Passer domesticus","Vocalize","8:46","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Territory_defense","66"
"S21","28/05/2024","8:29","8:49",18,4,4,"Tuesday","AMRO","Turdus migratorius","Vocalize","8:48","Kentucky coffeetree","Gymnocladus dioicus",NA,"Windy. Heard REVI and CEDW flock vocalizations",NA,"Street",NA,NA,"Territory_defense","7"
"S19","28/05/2024","9:03","9:23",17,4,4,"Tuesday",NA,"","","","","",NA,"Windy.",NA,"Street",NA,NA,NA,""
"S15","29/05/2024","7:54","8:14",13,1,2,"Wednesday ","EUST","Sturnus vulgaris","Gape","7:58","Ground",NA,NA,"Construction",NA,"Street",NA,NA,"Foraging",NA
"S15","29/05/2024","7:54","8:14",13,1,2,"Wednesday ","EUST","Sturnus vulgaris","Gape","7:58","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S15","29/05/2024","7:54","8:14",13,1,2,"Wednesday ","HOSP","Passer domesticus","Perch","7:59","European linden","Tilia × europaea",NA,"",NA,"Street",NA,NA,"Rest","54"
"S15","29/05/2024","7:54","8:14",13,1,2,"Wednesday ","HOSP","Passer domesticus","Peck","7:59","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S15","29/05/2024","7:54","8:14",13,1,2,"Wednesday ","HOSP","Passer domesticus","Perch","8:00","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","4"
"S15","29/05/2024","7:54","8:14",13,1,2,"Wednesday ","HOSP","Passer domesticus","Perch","8:01","Common hackberry","Celtis occidentalis",NA,"",NA,"Street",NA,NA,"Rest","16"
"S15","29/05/2024","7:54","8:14",13,1,2,"Wednesday ","HOSP","Passer domesticus","Peck","8:01","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S15","29/05/2024","7:54","8:14",13,1,2,"Wednesday ","HOSP","Passer domesticus","Perch","8:01","Common hackberry","Celtis occidentalis",NA,"",NA,"Street",NA,NA,"Rest","16"
"S15","29/05/2024","7:54","8:14",13,1,2,"Wednesday ","HOSP","Passer domesticus","Peck","8:01","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S15","29/05/2024","7:54","8:14",13,1,2,"Wednesday ","HOSP","Passer domesticus","Peck","8:05","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S15","29/05/2024","7:54","8:14",13,1,2,"Wednesday ","HOSP","Passer domesticus","Peck","8:05","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S14","29/05/2024","8:41","9:01",13,1,2,"Wednesday ","HOSP","Passer domesticus","Perch","8:46","European linden","Tilia x europaea",NA,"TUVU, garbage truck, 2 cats, wrong side of street at start.",NA,"Street",NA,NA,"Rest","61"
"S14","29/05/2024","8:41","9:01",13,1,2,"Wednesday ","CHSP","Spizella passerina","Vocalize","8:57","Blue spruce","Picea pungens",NA,"",NA,"Street",NA,NA,"Territory_defense","44"
"S18","29/05/2024","9:20","9:40",13,1,2,"Wednesday ","CHSP","Spizella passerina","Vocalize","9:24","White spruce","Picea glauca",NA,"Moved street segment away from intersection due to lack of trees. Heard REVI, BHVI, and HOFI among many others. Freeze throw a couple years ago, had to cut down lots of big maples due to cracks down their middles. Make it out here at 6am. Possible ARU location.",NA,"Street",NA,NA,"Territory_defense","20"
"S18","29/05/2024","9:20","9:40",13,1,2,"Wednesday ","YBFL","Empidonax flaviventris","Vocalize","9:31","White spruce","Picea glauca",NA,"",NA,"Street",NA,NA,"Territory_defense","20"
"S18","29/05/2024","9:20","9:40",13,1,2,"Wednesday ","YBFL","Empidonax flaviventris","Sally","9:31","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Foraging","76"
"S18","29/05/2024","9:20","9:40",13,1,2,"Wednesday ","HOSP","Passer domesticus","Glean","9:37","White spruce","Picea glauca",NA,"",NA,"Street",NA,NA,"Foraging","20"
"S18","29/05/2024","9:20","9:40",13,1,2,"Wednesday ","CHSP","Spizella passerina","Glean","9:40","White spruce","Picea glauca",NA,"",NA,"Street",NA,NA,"Foraging","20"
"S18","29/05/2024","9:20","9:40",13,1,2,"Wednesday ","CHSP","Spizella passerina","Vocalize","9:40","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","76"
"S18","29/05/2024","9:20","9:40",13,1,2,"Wednesday ","CHSP","Spizella passerina","Glean","9:40","White spruce","Picea glauca",NA,"",NA,"Street",NA,NA,"Foraging","20"
"S18","29/05/2024","9:20","9:40",13,1,2,"Wednesday ","CHSP","Spizella passerina","Vocalize","9:40","White spruce","Picea glauca",NA,"",NA,"Street",NA,NA,"Territory_defense","20"
"S18","29/05/2024","9:20","9:40",13,1,2,"Wednesday ","CHSP","Spizella passerina","Vocalize","9:40","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","76"
"S18","29/05/2024","9:20","9:40",13,1,2,"Wednesday ","HOSP","Passer domesticus","Glean","9:40","White spruce","Picea glauca",NA,"",NA,"Street",NA,NA,"Foraging","20"
"S18","29/05/2024","9:20","9:40",13,1,2,"Wednesday ","HOSP","Passer domesticus","Glean","9:40","White spruce","Picea glauca",NA,"",NA,"Street",NA,NA,"Foraging","20"
"S01","30/05/2024","7:03","7:23",11,1,1,"Thursday","AMGO","Spinus tristis","Glean","7:14","Silver maple","Acer saccharinum",NA,"Construction noise. BLPW heard. ",NA,"Street",NA,NA,"Foraging","72"
"S01","30/05/2024","7:03","7:23",11,1,1,"Thursday","AMGO","Spinus tristis","Glean","7:14","White spruce","Picea glauca",NA,"",NA,"Street",NA,NA,"Foraging","59"
"S01","30/05/2024","7:03","7:23",11,1,1,"Thursday","AMGO","Spinus tristis","Perch","7:14","White spruce","Picea glauca",NA,"",NA,"Street",NA,NA,"Rest","59"
"S01","30/05/2024","7:03","7:23",11,1,1,"Thursday","CHSP","Spizella passerina","Vocalize","7:19","White spruce","Picea glauca",NA,"",NA,"Street",NA,NA,"Territory_defense","59"
"S02","30/05/2024","7:40","8:00",11,1,1,"Thursday","HOSP","Passer domesticus","Vocalize","7:49","Honey locust","Gleditsia triacanthos",NA,"CEDW flock overhead, BLPW heard. ",NA,"Street",NA,NA,"Territory_defense","5"
"S02","30/05/2024","7:40","8:00",11,1,1,"Thursday","HOSP","Passer domesticus","Hop","7:50","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S02","30/05/2024","7:40","8:00",11,1,1,"Thursday","BCCH","Poecile atricapillus","Glean","7:56","Red ash","Fraxinus pensylvannica ",NA,"",NA,"Street",NA,NA,"Foraging","50"
"S02","30/05/2024","7:40","8:00",11,1,1,"Thursday","AMRO","Turdus migratorius","Perch","8:00","Red oak","Quercus rubra",NA,"",NA,"Street",NA,NA,"Rest","23"
"S02","30/05/2024","7:40","8:00",11,1,1,"Thursday","HOSP","Passer domesticus","Perch","8:00","Red oak","Quercus rubra",NA,"",NA,"Street",NA,NA,"Rest","23"
"S06","31/05/2024","9:03","9:23",15,1,2,"Friday","HOSP","Passer domesticus","Peck","9:03","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S06","31/05/2024","9:03","9:23",15,1,2,"Friday","HOSP","Passer domesticus","Peck","9:04","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S06","31/05/2024","9:03","9:23",15,1,2,"Friday","HOSP","Passer domesticus","Peck","9:04","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S06","31/05/2024","9:03","9:23",15,1,2,"Friday","HOSP","Passer domesticus","Peck","9:06","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S06","31/05/2024","9:03","9:23",15,1,2,"Friday","HOSP","Passer domesticus","Peck","9:06","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S06","31/05/2024","9:03","9:23",15,1,2,"Friday","NOCA","Cardinalis cardinalis","Perch","9:12","Common hackberry","Celtis occidentalis",NA,"Male NOCA",NA,"Street",NA,NA,"Rest","25"
"S06","31/05/2024","9:03","9:23",15,1,2,"Friday","NOCA","Cardinalis cardinalis","Perch","9:12","Common hackberry","Celtis occidentalis",NA,"Female NOCA",NA,"Street",NA,NA,"Rest","25"
"S06","31/05/2024","9:03","9:23",15,1,2,"Friday","NOCA","Cardinalis cardinalis","Peck","9:12","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S06","31/05/2024","9:03","9:23",15,1,2,"Friday","NOCA","Cardinalis cardinalis","Peck","9:12","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S06","31/05/2024","9:03","9:23",15,1,2,"Friday","HOSP","Passer domesticus","Bill wipe","9:13","Common hackberry","Celtis occidentalis",NA,"",NA,"Street",NA,NA,"Grooming","25"
"S06","31/05/2024","9:03","9:23",15,1,2,"Friday","NOCA","Cardinalis cardinalis","Hop","9:22","Common hackberry","Celtis occidentalis",NA,"",NA,"Street",NA,NA,"Foraging","25"
"S13","31/05/2024","10:04","10:24",19,1,2,"Friday",NA,"","","","","",NA,"Very quiet",NA,"Street",NA,NA,NA,""
"S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Peck","7:21","Silver maple","Acer saccharinum",NA,"Many, many squirrels on this street. 3 cats. BCCH on Sugar maple after survey. ",NA,"Street",NA,NA,"Foraging","105"
"S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Peck","7:23","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","105"
"S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Peck","7:25","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","105"
"S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Vocalize","7:25","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Territory_defense","105"
"S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Feed young","7:25","Sugar maple","Acer saccharum",NA,"",NA,"Street",NA,NA,"Reproduction","4"
"S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Feed young","7:25","Sugar maple","Acer saccharum",NA,"",NA,"Street",NA,NA,"Reproduction","4"
"S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Perch","7:25","Sugar maple","Acer saccharum",NA,"",NA,"Street",NA,NA,"Rest","4"
"S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Perch","7:27","Sugar maple","Acer saccharum",NA,"",NA,"Street",NA,NA,"Rest","4"
"S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Perch","7:28","Sugar maple","Acer saccharum",NA,"",NA,"Street",NA,NA,"Rest","4"
"S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Perch","7:33","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","105"
"S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Perch","7:33","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","105"
"S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Bill wipe","7:34","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Grooming","105"
"S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Vocalize","7:37","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","40"
"S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Perch","7:39","Sugar maple","Acer saccharum",NA,"",NA,"Street",NA,NA,"Rest","40"
"S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Vocalize","7:39","Sugar maple","Acer saccharum",NA,"",NA,"Street",NA,NA,"Territory_defense","40"
"S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Peck","7:40","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S09","03/06/2024","8:22","8:42",21,1,2,"Monday","AMRO","Turdus migratorius","Hop","8:22","Ground",NA,NA,"YEWA head from train tracks. CHSW flying through the canopy of the Red ash (DBH = 80).",NA,"Street",NA,NA,"Foraging",NA
"S09","03/06/2024","8:22","8:42",21,1,2,"Monday","HOSP","Passer domesticus","Vocalize","8:25","Common hackberry","Celtis occidentalis",NA,"",NA,"Street",NA,NA,"Territory_defense","4"
"S09","03/06/2024","8:22","8:42",21,1,2,"Monday","AMRO","Turdus migratorius","Vocalize","8:29","Red ash","Fraxinus pensylvannica ",NA,"* second to last on street",NA,"Street",NA,NA,"Territory_defense","80"
"S09","03/06/2024","8:22","8:42",21,1,2,"Monday","HOSP","Passer domesticus","Vocalize","8:30","Red ash","Fraxinus pensylvannica ",NA,"* last tree on street",NA,"Street",NA,NA,"Territory_defense","45"
"S09","03/06/2024","8:22","8:42",21,1,2,"Monday","HOSP","Passer domesticus","Peck","8:31","Red ash","Fraxinus pensylvannica ",NA,"* second to last on street",NA,"Street",NA,NA,"Foraging","80"
"S09","03/06/2024","8:22","8:42",21,1,2,"Monday","HOSP","Passer domesticus","Vocalize","8:32","Red ash","Fraxinus pensylvannica ",NA,"* second to last on street",NA,"Street",NA,NA,"Territory_defense","80"
"S09","03/06/2024","8:22","8:42",21,1,2,"Monday","HOSP","Passer domesticus","Peck","8:33","Red ash","Fraxinus pensylvannica ",NA,"* second to last on street",NA,"Street",NA,NA,"Foraging","80"
"S09","03/06/2024","8:22","8:42",21,1,2,"Monday","HOSP","Passer domesticus","Reach","8:33","Red ash","Fraxinus pensylvannica ",NA,"",NA,"Street",NA,NA,"Foraging","80"
"S09","03/06/2024","8:22","8:42",21,1,2,"Monday","HOSP","Passer domesticus","Vocalize","8:33","Red ash","Fraxinus pensylvannica ",NA,"",NA,"Street",NA,NA,"Territory_defense","80"
"S09","03/06/2024","8:22","8:42",21,1,2,"Monday","HOSP","Passer domesticus","Peck","8:37","Red ash","Fraxinus pensylvannica ",NA,"",NA,"Street",NA,NA,"Foraging","36"
"S15","03/06/2024","9:19","9:39",22,1,2,"Monday","HOSP","Passer domesticus","Vocalize","9:32","European linden","Tilia × europaea",NA,"* second to last tree in crescent",NA,"Street",NA,NA,"Territory_defense","50"
"S15","03/06/2024","9:19","9:39",22,1,2,"Monday","HOSP","Passer domesticus","Perch","9:33","Red ash","Fraxinus pensylvannica ",NA,"* double check tree, checked - part of inventory",NA,"Street",NA,NA,"Rest","24"
"S15","03/06/2024","9:19","9:39",22,1,2,"Monday","EUST","Sturnus vulgaris","Gape","9:35","Ground",NA,NA,"ROPI on balcony. CHSW flying low. Female NOCA foraging on ground. Possible hawk (RTHA) flyover at 9:25. ",NA,"Street",NA,NA,"Foraging",NA
"S15","03/06/2024","9:19","9:39",22,1,2,"Monday","EUST","Sturnus vulgaris","Beg","9:37","Ground",NA,NA,"",NA,"Street",NA,NA,"Reproduction",NA
"S07","03/06/2024","9:54","10:14",22,1,2,"Monday","EUST","Sturnus vulgaris","Gape","9:56","Ground",NA,NA,"REVI and NOCA heard vocalizing",NA,"Street",NA,NA,"Foraging",NA
"S07","03/06/2024","9:54","10:14",22,1,2,"Monday","EUST","Sturnus vulgaris","Gape","9:56","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S07","03/06/2024","9:54","10:14",22,1,2,"Monday","AMRO","Turdus migratorius","Perch","9:57","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","25"
"S07","03/06/2024","9:54","10:14",22,1,2,"Monday","AMRO","Turdus migratorius","Preen","9:57","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Grooming","25"
"S07","03/06/2024","9:54","10:14",22,1,2,"Monday","AMRO","Turdus migratorius","Peck","9:57","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","25"
"S07","03/06/2024","9:54","10:14",22,1,2,"Monday","AMRO","Turdus migratorius","Perch","9:57","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","25"
"S07","03/06/2024","9:54","10:14",22,1,2,"Monday","AMRO","Turdus migratorius","Preen","9:57","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Grooming","25"
"S07","03/06/2024","9:54","10:14",22,1,2,"Monday","AMRO","Turdus migratorius","Peck","9:57","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","25"
"S07","03/06/2024","9:54","10:14",22,1,2,"Monday","NOCA","Cardinalis cardinalis","Perch","10:00","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","89"
"S07","03/06/2024","9:54","10:14",22,1,2,"Monday","EUST","Sturnus vulgaris","Gape","10:03","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S07","03/06/2024","9:54","10:14",22,1,2,"Monday","EUST","Sturnus vulgaris","Perch","10:04","Silver maple","Acer saccharinum",NA,"Nest in cavity",NA,"Street",NA,NA,"Rest","106"
"S07","03/06/2024","9:54","10:14",22,1,2,"Monday","EUST","Sturnus vulgaris","Preen","10:04","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Grooming","106"
"S07","03/06/2024","9:54","10:14",22,1,2,"Monday","EUST","Sturnus vulgaris","Feed young","10:08","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Reproduction","106"
